"Matricula","Periodo","Media_Int","Cod_Disciplina","Cod_Evasao","Nome_Disciplina","Situacao","Discreta","P1","P2","Grafos","TC","Eda","IC","GI","Leda","LP1","LP2"
"B11163",2006.2,90,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Aprovado",0,0,0,0,0,0,0,0,0,0,90
"B11163",2007.1,70,1411171,0,"TEORIA.DA.COMPUTAÇÃO","Aprovado",0,0,0,0,70,0,0,0,0,0,0
"B11163",2007.1,76,1411172,0,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,76,0,0,0,0,0
"B11163",2007.1,81,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Aprovado",0,0,0,0,0,0,0,81,0,0,0
"B11163",2007.1,83,1411179,0,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,0,0,0,83,0,0
"B11167",2010.2,28,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,28,0
"B11167",2010.2,39,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Reprovado",0,0,0,0,0,0,39,0,0,0,0
"B11167",2010.2,48,1411167,0,"PROGRAMAÇÃO.I","Reprovado",0,48,0,0,0,0,0,0,0,0,0
"B11167",2011.1,0,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11167",2011.1,55,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,55,0,0,0,0,0,0,0,0,0
"B11167",2011.1,55,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,55,0
"B11167",2011.1,81,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,81,0,0,0,0
"B11167",2011.2,0,1411168,0,"PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11167",2011.2,2,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,2
"B11167",2011.2,24,1411170,0,"TEORIA.DOS.GRAFOS","Reprovado",0,0,0,24,0,0,0,0,0,0,0
"B11167",2012.1,0,1109113,0,"MATEMÁTICA.DISCRETA","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11167",2012.1,0,1411168,0,"PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11167",2012.1,11,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,11
"B11167",2012.1,73,1411170,0,"TEORIA.DOS.GRAFOS","Aprovado",0,0,0,73,0,0,0,0,0,0,0
"B11167",2012.2,61,1109113,0,"MATEMÁTICA.DISCRETA","Aprovado",61,0,0,0,0,0,0,0,0,0,0
"B11167",2013.1,16,1411171,1,"TEORIA.DA.COMPUTAÇÃO","Reprovado",0,0,0,0,16,0,0,0,0,0,0
"B11260",2002.2,73,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,73,0,0,0,0
"B11260",2002.2,77,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,77,0,0,0,0,0,0,0,0,0
"B11260",2002.2,83,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,83,0
"B11260",2003.1,51,1109113,0,"MATEMÁTICA.DISCRETA","Aprovado",51,0,0,0,0,0,0,0,0,0,0
"B11260",2003.1,51,1411170,0,"TEORIA.DOS.GRAFOS","Aprovado",0,0,0,51,0,0,0,0,0,0,0
"B11260",2003.1,70,1411168,0,"PROGRAMAÇÃO.II","Aprovado",0,0,70,0,0,0,0,0,0,0,0
"B11260",2003.1,77,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Aprovado",0,0,0,0,0,0,0,0,0,0,77
"B11260",2003.2,58,1411179,0,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,0,0,0,58,0,0
"B11260",2003.2,60,1411171,0,"TEORIA.DA.COMPUTAÇÃO","Aprovado",0,0,0,0,60,0,0,0,0,0,0
"B11260",2003.2,70,1411172,0,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,70,0,0,0,0,0
"B11260",2003.2,95,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Aprovado",0,0,0,0,0,0,0,95,0,0,0
"B11342",2010.2,71,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,71,0
"B11342",2010.2,72,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,72,0,0,0,0,0,0,0,0,0
"B11342",2010.2,87,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,87,0,0,0,0
"B11342",2011.1,47,1109113,0,"MATEMÁTICA.DISCRETA","Reprovado",47,0,0,0,0,0,0,0,0,0,0
"B11342",2011.1,84,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Aprovado",0,0,0,0,0,0,0,0,0,0,84
"B11342",2011.1,85,1411168,0,"PROGRAMAÇÃO.II","Aprovado",0,0,85,0,0,0,0,0,0,0,0
"B11342",2011.1,88,1411170,0,"TEORIA.DOS.GRAFOS","Aprovado",0,0,0,88,0,0,0,0,0,0,0
"B11342",2011.2,52,1411179,0,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,0,0,0,52,0,0
"B11342",2011.2,57,1411172,0,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,57,0,0,0,0,0
"B11342",2011.2,73,1109113,0,"MATEMÁTICA.DISCRETA","Aprovado",73,0,0,0,0,0,0,0,0,0,0
"B11342",2012.1,72,1411171,0,"TEORIA.DA.COMPUTAÇÃO","Aprovado",0,0,0,0,72,0,0,0,0,0,0
"B11342",2012.1,83,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Aprovado",0,0,0,0,0,0,0,83,0,0,0
"B11358",2010.1,70,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,70,0,0,0,0,0,0,0,0,0
"B11358",2010.1,70,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,70,0
"B11358",2010.1,86,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,86,0,0,0,0
"B11358",2010.2,79,1411170,0,"TEORIA.DOS.GRAFOS","Aprovado",0,0,0,79,0,0,0,0,0,0,0
"B11358",2010.2,82,1411168,0,"PROGRAMAÇÃO.II","Aprovado",0,0,82,0,0,0,0,0,0,0,0
"B11358",2010.2,86,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Aprovado",0,0,0,0,0,0,0,0,0,0,86
"B11358",2010.2,95,1109113,0,"MATEMÁTICA.DISCRETA","Aprovado",95,0,0,0,0,0,0,0,0,0,0
"B11358",2011.1,0,1411176,1,"GERÊNCIA.DA.INFORMAÇÃO","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11358",2011.1,77,1411172,1,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,77,0,0,0,0,0
"B11358",2011.1,93,1411179,1,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,0,0,0,93,0,0
"B11365",2010.2,79,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,79,0,0,0,0,0,0,0,0,0
"B11365",2010.2,79,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,79,0
"B11365",2010.2,92,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,92,0,0,0,0
"B11365",2011.1,76,1109113,0,"MATEMÁTICA.DISCRETA","Aprovado",76,0,0,0,0,0,0,0,0,0,0
"B11365",2011.1,91,1411168,0,"PROGRAMAÇÃO.II","Aprovado",0,0,91,0,0,0,0,0,0,0,0
"B11365",2011.1,92,1411170,0,"TEORIA.DOS.GRAFOS","Aprovado",0,0,0,92,0,0,0,0,0,0,0
"B11365",2011.1,93,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Aprovado",0,0,0,0,0,0,0,0,0,0,93
"B11365",2011.2,71,1411172,0,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,71,0,0,0,0,0
"B11365",2011.2,77,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Aprovado",0,0,0,0,0,0,0,77,0,0,0
"B11365",2011.2,86,1411179,0,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,0,0,0,86,0,0
"B11365",2012.1,79,1411171,0,"TEORIA.DA.COMPUTAÇÃO","Aprovado",0,0,0,0,79,0,0,0,0,0,0
"B11417",2014.1,0,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11417",2014.1,25,1411167,0,"PROGRAMAÇÃO.I","Reprovado",0,25,0,0,0,0,0,0,0,0,0
"B11417",2014.1,25,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,25,0
"B11424",2012.2,70,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,70,0,0,0,0
"B11424",2012.2,76,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,76,0,0,0,0,0,0,0,0,0
"B11424",2012.2,76,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,76,0
"B11424",2013.1,50,1411170,0,"TEORIA.DOS.GRAFOS","Aprovado",0,0,0,50,0,0,0,0,0,0,0
"B11424",2013.1,55,1109113,0,"MATEMÁTICA.DISCRETA","Aprovado",55,0,0,0,0,0,0,0,0,0,0
"B11424",2013.1,55,1411168,0,"PROGRAMAÇÃO.II","Aprovado",0,0,55,0,0,0,0,0,0,0,0
"B11424",2013.1,66,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Aprovado",0,0,0,0,0,0,0,0,0,0,66
"B11424",2013.2,54,1411172,0,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,54,0,0,0,0,0
"B11424",2013.2,58,1411171,0,"TEORIA.DA.COMPUTAÇÃO","Aprovado",0,0,0,0,58,0,0,0,0,0,0
"B11424",2013.2,70,1411179,0,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,0,0,0,70,0,0
"B11485",2013.1,50,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,50,0,0,0,0,0,0,0,0,0
"B11485",2013.1,50,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,50,0
"B11485",2013.1,76,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,76,0,0,0,0
"B11485",2013.2,0,1109113,0,"MATEMÁTICA.DISCRETA","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11485",2013.2,0,1411168,0,"PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11485",2013.2,2,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,2
"B11513",2011.1,0,1411167,1,"PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11513",2011.1,0,1411180,1,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11513",2011.1,19,1411174,1,"INTRODUÇÃO.A.COMPUTAÇÃO","Reprovado",0,0,0,0,0,0,19,0,0,0,0
"B11562",2014.1,81,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,81,0,0,0,0
"B11562",2014.1,83,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,83,0,0,0,0,0,0,0,0,0
"B11562",2014.1,83,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,83,0
"B11563",2010.1,83,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,83,0,0,0,0,0,0,0,0,0
"B11563",2010.1,88,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,88,0
"B11563",2010.1,98,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,98,0,0,0,0
"B11563",2010.2,83,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Aprovado",0,0,0,0,0,0,0,0,0,0,83
"B11563",2010.2,88,1411168,0,"PROGRAMAÇÃO.II","Aprovado",0,0,88,0,0,0,0,0,0,0,0
"B11563",2010.2,88,1411170,0,"TEORIA.DOS.GRAFOS","Aprovado",0,0,0,88,0,0,0,0,0,0,0
"B11563",2010.2,89,1109113,0,"MATEMÁTICA.DISCRETA","Aprovado",89,0,0,0,0,0,0,0,0,0,0
"B11563",2011.1,81,1411172,0,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,81,0,0,0,0,0
"B11563",2011.1,82,1411171,0,"TEORIA.DA.COMPUTAÇÃO","Aprovado",0,0,0,0,82,0,0,0,0,0,0
"B11563",2011.1,85,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Aprovado",0,0,0,0,0,0,0,85,0,0,0
"B11563",2011.1,88,1411179,0,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,0,0,0,88,0,0
"B11568",2010.2,21,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,21,0
"B11568",2010.2,26,1411167,0,"PROGRAMAÇÃO.I","Reprovado",0,26,0,0,0,0,0,0,0,0,0
"B11568",2010.2,50,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,50,0,0,0,0
"B11568",2011.1,71,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,71,0
"B11568",2011.1,72,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,72,0,0,0,0,0,0,0,0,0
"B11568",2011.2,30,1109113,0,"MATEMÁTICA.DISCRETA","Reprovado",30,0,0,0,0,0,0,0,0,0,0
"B11568",2011.2,46,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,46
"B11568",2011.2,58,1411170,0,"TEORIA.DOS.GRAFOS","Aprovado",0,0,0,58,0,0,0,0,0,0,0
"B11568",2011.2,65,1411168,0,"PROGRAMAÇÃO.II","Aprovado",0,0,65,0,0,0,0,0,0,0,0
"B11568",2012.1,37,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Reprovado",0,0,0,0,0,0,0,37,0,0,0
"B11568",2012.1,52,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Aprovado",0,0,0,0,0,0,0,0,0,0,52
"B11568",2012.2,25,1411172,0,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Reprovado",0,0,0,0,0,25,0,0,0,0,0
"B11568",2012.2,29,1411179,0,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Reprovado",0,0,0,0,0,0,0,0,29,0,0
"B11568",2012.2,52,1109113,0,"MATEMÁTICA.DISCRETA","Aprovado",52,0,0,0,0,0,0,0,0,0,0
"B11568",2013.1,66,1411171,0,"TEORIA.DA.COMPUTAÇÃO","Aprovado",0,0,0,0,66,0,0,0,0,0,0
"B11568",2013.1,71,1411179,0,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,0,0,0,71,0,0
"B11568",2013.1,74,1411172,0,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,74,0,0,0,0,0
"B11568",2013.2,80,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Aprovado",0,0,0,0,0,0,0,80,0,0,0
"B11635",2013.2,0,1411167,1,"PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11635",2013.2,0,1411174,1,"INTRODUÇÃO.A.COMPUTAÇÃO","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11635",2013.2,0,1411180,1,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11645",2012.2,0,1411167,1,"PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11645",2012.2,0,1411174,1,"INTRODUÇÃO.A.COMPUTAÇÃO","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11645",2012.2,28,1411180,1,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,28,0
"B11669",2005.2,34,1411167,0,"PROGRAMAÇÃO.I","Reprovado",0,34,0,0,0,0,0,0,0,0,0
"B11669",2005.2,40,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,40,0
"B11669",2005.2,75,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,75,0,0,0,0
"B11669",2006.1,70,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,70,0,0,0,0,0,0,0,0,0
"B11669",2006.1,72,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,72,0
"B11669",2006.1,83,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Aprovado",0,0,0,0,0,0,0,83,0,0,0
"B11669",2006.2,50,1109113,0,"MATEMÁTICA.DISCRETA","Aprovado",50,0,0,0,0,0,0,0,0,0,0
"B11669",2006.2,50,1411170,0,"TEORIA.DOS.GRAFOS","Aprovado",0,0,0,50,0,0,0,0,0,0,0
"B11669",2006.2,59,1411168,0,"PROGRAMAÇÃO.II","Aprovado",0,0,59,0,0,0,0,0,0,0,0
"B11669",2006.2,82,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Aprovado",0,0,0,0,0,0,0,0,0,0,82
"B11669",2007.1,31,1411171,0,"TEORIA.DA.COMPUTAÇÃO","Reprovado",0,0,0,0,31,0,0,0,0,0,0
"B11669",2007.1,43,1411172,0,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Reprovado",0,0,0,0,0,43,0,0,0,0,0
"B11669",2007.1,64,1411179,0,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,0,0,0,64,0,0
"B11669",2007.2,35,1411171,0,"TEORIA.DA.COMPUTAÇÃO","Reprovado",0,0,0,0,35,0,0,0,0,0,0
"B11669",2007.2,74,1411172,0,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,74,0,0,0,0,0
"B11669",2008.1,50,1411171,0,"TEORIA.DA.COMPUTAÇÃO","Aprovado",0,0,0,0,50,0,0,0,0,0,0
"B1167",2010.2,20,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,20,0
"B1167",2010.2,27,1411167,0,"PROGRAMAÇÃO.I","Reprovado",0,27,0,0,0,0,0,0,0,0,0
"B1167",2010.2,76,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,76,0,0,0,0
"B1167",2011.1,26,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Reprovado",0,0,0,0,0,0,0,26,0,0,0
"B1167",2011.1,70,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,70,0
"B1167",2011.1,72,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,72,0,0,0,0,0,0,0,0,0
"B1167",2011.2,0,1109113,0,"MATEMÁTICA.DISCRETA","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B1167",2011.2,4,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,4
"B1167",2011.2,7,1411168,0,"PROGRAMAÇÃO.II","Reprovado",0,0,7,0,0,0,0,0,0,0,0
"B1167",2011.2,38,1411170,0,"TEORIA.DOS.GRAFOS","Reprovado",0,0,0,38,0,0,0,0,0,0,0
"B1167",2012.1,0,1411168,0,"PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B1167",2012.1,7,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,7
"B11671",2006.2,79,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,79,0,0,0,0
"B11671",2006.2,95,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,95,0,0,0,0,0,0,0,0,0
"B11671",2006.2,97,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,97,0
"B11671",2007.1,36,1109113,0,"MATEMÁTICA.DISCRETA","Reprovado",36,0,0,0,0,0,0,0,0,0,0
"B11671",2007.1,60,1411170,0,"TEORIA.DOS.GRAFOS","Aprovado",0,0,0,60,0,0,0,0,0,0,0
"B11671",2007.1,84,1411168,0,"PROGRAMAÇÃO.II","Aprovado",0,0,84,0,0,0,0,0,0,0,0
"B11671",2007.1,92,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Aprovado",0,0,0,0,0,0,0,0,0,0,92
"B11671",2007.2,62,1109113,0,"MATEMÁTICA.DISCRETA","Aprovado",62,0,0,0,0,0,0,0,0,0,0
"B11671",2007.2,76,1411179,0,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,0,0,0,76,0,0
"B11671",2007.2,77,1411172,0,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,77,0,0,0,0,0
"B11671",2008.1,63,1411171,0,"TEORIA.DA.COMPUTAÇÃO","Aprovado",0,0,0,0,63,0,0,0,0,0,0
"B11671",2008.1,80,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Aprovado",0,0,0,0,0,0,0,80,0,0,0
"B11719",2010.2,13,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,13,0
"B11719",2010.2,17,1411167,0,"PROGRAMAÇÃO.I","Reprovado",0,17,0,0,0,0,0,0,0,0,0
"B11719",2010.2,36,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Reprovado",0,0,0,0,0,0,36,0,0,0,0
"B11719",2011.1,35,1411180,1,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Reprovado",0,0,0,0,0,0,0,0,0,35,0
"B11719",2011.1,37,1411167,1,"PROGRAMAÇÃO.I","Reprovado",0,37,0,0,0,0,0,0,0,0,0
"B11719",2011.1,44,1411174,1,"INTRODUÇÃO.A.COMPUTAÇÃO","Reprovado",0,0,0,0,0,0,44,0,0,0,0
"B11758",2012.1,71,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,71,0,0,0,0,0,0,0,0,0
"B11758",2012.1,72,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,72,0
"B11758",2012.1,79,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,79,0,0,0,0
"B11758",2012.2,9,1109113,0,"MATEMÁTICA.DISCRETA","Reprovado",9,0,0,0,0,0,0,0,0,0,0
"B11758",2012.2,28,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,28
"B11758",2012.2,51,1411168,0,"PROGRAMAÇÃO.II","Aprovado",0,0,51,0,0,0,0,0,0,0,0
"B11758",2012.2,53,1411170,0,"TEORIA.DOS.GRAFOS","Aprovado",0,0,0,53,0,0,0,0,0,0,0
"B11758",2013.1,0,1109113,1,"MATEMÁTICA.DISCRETA","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11758",2013.1,0,1411176,1,"GERÊNCIA.DA.INFORMAÇÃO","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11758",2013.1,0,1411181,1,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11765",2011.2,70,1411167,0,"PROGRAMAÇÃO.I","Aprovado",0,70,0,0,0,0,0,0,0,0,0
"B11765",2011.2,70,1411174,0,"INTRODUÇÃO.A.COMPUTAÇÃO","Aprovado",0,0,0,0,0,0,70,0,0,0,0
"B11765",2011.2,72,1411180,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.I","Aprovado",0,0,0,0,0,0,0,0,0,72,0
"B11765",2012.1,14,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,14
"B11765",2012.1,18,1411168,0,"PROGRAMAÇÃO.II","Reprovado",0,0,18,0,0,0,0,0,0,0,0
"B11765",2012.1,42,1109113,0,"MATEMÁTICA.DISCRETA","Reprovado",42,0,0,0,0,0,0,0,0,0,0
"B11765",2012.1,78,1411170,0,"TEORIA.DOS.GRAFOS","Aprovado",0,0,0,78,0,0,0,0,0,0,0
"B11765",2012.2,15,1411168,0,"PROGRAMAÇÃO.II","Reprovado",0,0,15,0,0,0,0,0,0,0,0
"B11765",2012.2,18,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Reprovado",0,0,0,0,0,0,0,0,0,0,18
"B11765",2012.2,41,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Reprovado",0,0,0,0,0,0,0,41,0,0,0
"B11765",2012.2,58,1109113,0,"MATEMÁTICA.DISCRETA","Aprovado",58,0,0,0,0,0,0,0,0,0,0
"B11765",2013.1,52,1411176,0,"GERÊNCIA.DA.INFORMAÇÃO","Aprovado",0,0,0,0,0,0,0,52,0,0,0
"B11765",2013.1,57,1411181,0,"LABORATÓRIO.DE.PROGRAMAÇÃO.II","Aprovado",0,0,0,0,0,0,0,0,0,0,57
"B11765",2013.1,70,1411168,0,"PROGRAMAÇÃO.II","Aprovado",0,0,70,0,0,0,0,0,0,0,0
"B11765",2013.2,0,1411179,0,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Reprovado",0,0,0,0,0,0,0,0,0,0,0
"B11765",2013.2,26,1411172,0,"ESTRUTURA.DE.DADOS.E.ALGORITMOS","Reprovado",0,0,0,0,0,26,0,0,0,0,0
"B11765",2013.2,52,1411171,0,"TEORIA.DA.COMPUTAÇÃO","Aprovado",0,0,0,0,52,0,0,0,0,0,0
"B11765",2014.1,53,1411179,1,"LAB.DE.ESTRUTURA.DE.DADOS.E.ALGORITMOS","Aprovado",0,0,0,0,0,0,0,0,53,0,0
