"Matricula","Cod_Disciplina","Cod_Evasao","Nome_Disciplina","Media_Disciplina","Periodo","Situacao"
"B5281",1411171,0,"TEORIA DA COMPUTAÇÃO",8.3,2006.1,"Aprovado"
"B5281",1411179,0,"LAB.DE ESTRUTURA DE DADOS E ALGORITMOS",8.8,2006.1,"Aprovado"
"B5281",1305219,0,"DIREITO E CIDADANIA",8,2007.2,"Aprovado"
"B5281",1411262,0,"TECC (ARQUITETURA DE SIST. EMBUTIDOS)",7.3,2006.2,"Aprovado"
"B5281",1411203,0,"ESTÁGIO INTEGRADO",9,2008.1,"Aprovado"
"B5281",1411193,0,"BANCO DE DADOS I",7.2,2006.2,"Aprovado"
"B5281",1411195,0,"SISTEMAS DE INFORMAÇÃO II",7.5,2007.1,"Aprovado"
"B12623",1108089,0,"FUNDAMENTOS DE FÍSICA CLÁSSICA",7.4,2006.1,"Aprovado"
"B12623",1411179,0,"LAB.DE ESTRUTURA DE DADOS E ALGORITMOS",9.8,2006.1,"Aprovado"
"B12623",1411176,0,"GERÊNCIA DA INFORMAÇÃO",7.2,2006.1,"Aprovado"
"B12623",1411170,0,"TEORIA DOS GRAFOS",7.5,2005.2,"Aprovado"
"B12623",1411256,0,"TEC(PRINCIPIOS DE ADMIN FINANCEIRA)",7,2009.1,"Aprovado"
"B12623",1411194,0,"BANCO DE DADOS II",7.7,2007.2,"Aprovado"
"B12623",1411177,0,"ENGENHARIA DE SOFTWARE I",9.7,2006.2,"Aprovado"
"B12623",1411264,0,"TECC(DESENVOLVIMENTO DIRIGIDO A MODELOS)",8.3,2007.1,"Aprovado"
"B12623",1411238,0,"SEMINÁRIOS (EDUCAÇÃO AMBIENTAL)",8.3,2007.2,"Aprovado"
"B12623",1108090,0,"FUNDAMENTOS DE FÍSICA MODERNA",6.8,2006.2,"Aprovado"
"B12623",1411184,0,"LAB.DE INTERCON.DE REDES DE COMPUTADORES",7.7,2008.2,"Aprovado"
"B12623",1411201,0,"EMPREENDEDORISMO",8.8,2008.1,"Aprovado"
"B12623",1301014,0,"ADMINISTRAÇÃO",8.2,2006.2,"Aprovado"
"B12623",1411167,0,"PROGRAMAÇÃO I",8.5,2005.1,"Aprovado"
"B12623",1411168,0,"PROGRAMAÇÃO II",8.4,2005.2,"Aprovado"
"B12623",1411181,0,"LABORATÓRIO DE PROGRAMAÇÃO II",8.4,2005.2,"Aprovado"
"B12623",1114114,0,"METODOS ESTATISTICOS",8.4,2007.2,"Aprovado"
"B12623",1411235,0,"TECC(DESENV.DE APLIC.CORPORAT.AVANÇADAS)",9.4,2008.1,"Aprovado"
"B12623",1411202,0,"ENGENHARIA DE SOFTWARE II",9.7,2008.2,"Aprovado"
"B12623",1411189,0,"COMPILADORES",7.8,2008.1,"Aprovado"
"B12623",1109113,0,"MATEMÁTICA DISCRETA",7.1,2005.2,"Aprovado"
"B12623",1307150,0,"INGLÊS",8.7,2006.1,"Aprovado"
"B12623",1411185,0,"PROJETO EM COMPUTAÇÃO I",8.5,2008.2,"Aprovado"
"B12623",1411188,0,"MÉTODOS E SOFTWARE NUMÉRICOS",7.2,2008.2,"Aprovado"
"B12623",1411175,0,"ORG.E ARQUITETURA DE COMPUTADORES I",6.8,2007.1,"Aprovado"
"B12623",1411203,0,"ESTÁGIO INTEGRADO",9.5,2009.1,"Aprovado"
"B12623",1411174,0,"INTRODUÇÃO A COMPUTAÇÃO",8.2,2005.1,"Aprovado"
"B12623",1411196,0,"INTELIGENCIA ARTIFICIAL I",8.3,2009.1,"Aprovado"
"B12623",1411195,0,"SISTEMAS DE INFORMAÇÃO II",7.5,2007.1,"Aprovado"
"B12623",1411183,0,"LABORATÓRIO DE ENGENHARIA DE SOFTWARE",9.1,2007.2,"Aprovado"
"B12623",1114107,0,"PROBABILIDADE E ESTATISTICA",6.5,2006.1,"Aprovado"
"B12623",1411169,0,"PARADIGMAS DE LING. DE PROGRAMAÇÃO",7,2006.2,"Aprovado"
"B12623",1307151,0,"LEITURA E PRODUCAO DE TEXTOS",8.5,2005.1,"Aprovado"
"B12623",1411171,0,"TEORIA DA COMPUTAÇÃO",7,2006.1,"Aprovado"
"B12623",1411180,0,"LABORATÓRIO DE PROGRAMAÇÃO I",8.6,2005.1,"Aprovado"
"B12623",1411182,0,"LAB.DE ORG.E ARQUITETURA DE COMPUTADORES",8.8,2007.1,"Aprovado"
"B12623",1305219,0,"DIREITO E CIDADANIA",10,2008.1,"Aprovado"
"B12623",1305220,0,"INFORMÁTICA E SOCIEDADE",8.5,2007.2,"Aprovado"
"B12623",1411197,0,"AVAL.DE DESEMPENHO DE SISTEMAS DISCRETOS",7.5,2008.2,"Aprovado"
"B12623",1109035,0,"ÁLGEBRA VETORIAL E GEOMETRIA ANALÍTICA",7.1,2005.1,"Aprovado"
"B12623",1411172,0,"ESTRUTURA DE DADOS E ALGORITMOS",7,2006.1,"Aprovado"
"B12623",1411191,0,"INTERCONEXÃO DE REDES DE COMPUTADORES",7.7,2008.2,"Aprovado"
"B12623",1411178,0,"SISTEMAS DE INFORMAÇÃO I",8.9,2006.2,"Aprovado"
"B12623",1411187,0,"ANÁLISE E TÉCNICA DE ALGORITMOS",6,2007.2,"Aprovado"
"B12623",1411192,0,"SISTEMAS OPERACIONAIS",8.7,2008.1,"Aprovado"
"B12623",1411266,0,"TECC(FUND E APLIC. DE REALIDADE VIRTUAL",9.2,2009.1,"Aprovado"
"B12623",1411193,0,"BANCO DE DADOS I",6.2,2007.1,"Aprovado"
"B12623",1305218,0,"METODOLOGIA CIENTÍFICA",9.7,2005.2,"Aprovado"
"B12623",1411186,0,"PROJETO EM COMPUTAÇÃO II",9.5,2009.1,"Aprovado"
"B12623",1411190,0,"REDES DE COMPUTADORES",7,2008.1,"Aprovado"
"B12623",1411173,0,"LÓGICA MATEMÁTICA",9.1,2006.2,"Aprovado"
"B19923",1411238,0,"SEMINÁRIOS (EDUCAÇÃO AMBIENTAL)",9.1,2008.2,"Aprovado"
"B19923",1411187,0,"ANÁLISE E TÉCNICA DE ALGORITMOS",5.3,2007.2,"Aprovado"
"B19923",1411196,0,"INTELIGENCIA ARTIFICIAL I",7.2,2008.2,"Aprovado"
"B19923",1305219,0,"DIREITO E CIDADANIA",7,2008.1,"Aprovado"
"B19923",1411195,0,"SISTEMAS DE INFORMAÇÃO II",5.3,2007.2,"Aprovado"
"B19923",1411190,0,"REDES DE COMPUTADORES",6,2007.1,"Aprovado"
"B19923",1411194,0,"BANCO DE DADOS II",7.1,2008.2,"Aprovado"
"B19923",1411189,0,"COMPILADORES",7,2008.1,"Aprovado"
"B19923",1411172,0,"ESTRUTURA DE DADOS E ALGORITMOS",5,2006.1,"Aprovado"
"B19923",1411194,0,"BANCO DE DADOS II",4.4,2008.1,"Reprovado"
"B19923",1411171,0,"TEORIA DA COMPUTAÇÃO",5.5,2006.1,"Aprovado"
"B19923",1303021,0,"ECONOMIA",8,2008.2,"Aprovado"
"B19923",1411268,0,"TECC(MODELAGEM DE AMBIENTES VIRTUAIS)",8.6,2007.2,"Aprovado"
"B19923",1411169,0,"PARADIGMAS DE LING. DE PROGRAMAÇÃO",6,2006.2,"Aprovado"
"B19923",1108089,0,"FUNDAMENTOS DE FÍSICA CLÁSSICA",7.3,2005.2,"Aprovado"
"B19923",1411192,0,"SISTEMAS OPERACIONAIS",5.1,2007.2,"Aprovado"
"B19923",1411183,0,"LABORATÓRIO DE ENGENHARIA DE SOFTWARE",8.1,2007.2,"Aprovado"
"B19923",1411176,0,"GERÊNCIA DA INFORMAÇÃO",7.8,2006.1,"Aprovado"
"B19923",1411217,0,"PROJETO DE REDES DE COMPUTADORES",7.5,2009.1,"Aprovado"
"B19923",1411197,0,"AVAL.DE DESEMPENHO DE SISTEMAS DISCRETOS",6.3,2009.1,"Aprovado"
"B19923",1411180,0,"LABORATÓRIO DE PROGRAMAÇÃO I",5.4,2005.1,"Aprovado"
"B19923",1411186,0,"PROJETO EM COMPUTAÇÃO II",7.9,2009.1,"Aprovado"
"B19923",1307151,0,"LEITURA E PRODUCAO DE TEXTOS",8.6,2005.1,"Aprovado"
"B19923",1411182,0,"LAB.DE ORG.E ARQUITETURA DE COMPUTADORES",7.8,2006.2,"Aprovado"
"B19923",1108090,0,"FUNDAMENTOS DE FÍSICA MODERNA",7,2006.1,"Aprovado"
"B19923",1411173,0,"LÓGICA MATEMÁTICA",7.6,2007.1,"Aprovado"
"B19923",1411177,0,"ENGENHARIA DE SOFTWARE I",8.5,2007.1,"Aprovado"
"B19923",1109103,0,"CALCULO DIFERENCIAL E INTEGRAL I",6.5,2005.1,"Aprovado"
"B19923",1114107,0,"PROBABILIDADE E ESTATISTICA",1.7,2006.1,"Reprovado"
"B19923",1411181,0,"LABORATÓRIO DE PROGRAMAÇÃO II",8.9,2005.2,"Aprovado"
"B19923",1411179,0,"LAB.DE ESTRUTURA DE DADOS E ALGORITMOS",8.8,2006.1,"Aprovado"
"B19923",1114107,0,"PROBABILIDADE E ESTATISTICA",7.2,2006.2,"Aprovado"
"B19923",1305033,0,"SOCIOLOGIA INDUSTRIAL I",8.3,2009.1,"Aprovado"
"B19923",1411185,0,"PROJETO EM COMPUTAÇÃO I",7,2008.2,"Aprovado"
"B19923",1411203,0,"ESTÁGIO INTEGRADO",8,2009.1,"Aprovado"
"B19923",1411188,0,"MÉTODOS E SOFTWARE NUMÉRICOS",7.7,2009.1,"Aprovado"
"B19923",1411201,0,"EMPREENDEDORISMO",8.6,2008.1,"Aprovado"
"B19923",1114114,0,"METODOS ESTATISTICOS",7,2007.1,"Aprovado"
"B19923",1109035,0,"ÁLGEBRA VETORIAL E GEOMETRIA ANALÍTICA",7,2005.1,"Aprovado"
"B19923",1305020,0,"RELACOES HUMANAS",5,2009.1,"Aprovado"
"B19923",1411191,0,"INTERCONEXÃO DE REDES DE COMPUTADORES",7,2008.1,"Aprovado"
"B19923",1411168,0,"PROGRAMAÇÃO II",7.6,2005.2,"Aprovado"
"B19923",1305218,0,"METODOLOGIA CIENTÍFICA",7,2005.2,"Aprovado"
"B19923",1411178,0,"SISTEMAS DE INFORMAÇÃO I",8,2006.2,"Aprovado"
"B19923",1109113,0,"MATEMÁTICA DISCRETA",7,2005.2,"Aprovado"
"B19923",1411271,0,"TECC(INT.AO DES.DE SOFT.P/DISP.MOVEIS)",8.5,2008.1,"Aprovado"
"B19923",1411175,0,"ORG.E ARQUITETURA DE COMPUTADORES I",7,2006.2,"Aprovado"
"B19923",1301014,0,"ADMINISTRAÇÃO",8.7,2008.2,"Aprovado"
"B19923",1411167,0,"PROGRAMAÇÃO I",6.1,2005.1,"Aprovado"
"B19923",1411174,0,"INTRODUÇÃO A COMPUTAÇÃO",7.8,2005.1,"Aprovado"
"B19923",1304055,0,"FUTSAL",9.5,2006.2,"Aprovado"
"B19923",1411170,0,"TEORIA DOS GRAFOS",7,2005.2,"Aprovado"
"B19923",1305220,0,"INFORMÁTICA E SOCIEDADE",7.9,2007.2,"Aprovado"
"B19923",1411184,0,"LAB.DE INTERCON.DE REDES DE COMPUTADORES",7,2008.1,"Aprovado"
"B19923",1411193,0,"BANCO DE DADOS I",5.5,2007.1,"Aprovado"
"B3065",1411168,0,"PROGRAMAÇÃO II",8.2,2008.1,"Aprovado"
"B3065",1411201,0,"EMPREENDEDORISMO",9.3,2011.1,"Aprovado"
"B3065",1114107,0,"PROBABILIDADE E ESTATISTICA",5.6,2010.1,"Aprovado"
"B3065",1411178,0,"SISTEMAS DE INFORMAÇÃO I",8.5,2009.1,"Aprovado"
"B3065",1305220,0,"INFORMÁTICA E SOCIEDADE",8.3,2010.2,"Aprovado"
"B3065",1301014,0,"ADMINISTRAÇÃO",8.6,2009.2,"Aprovado"
"B3065",1411181,0,"LABORATÓRIO DE PROGRAMAÇÃO II",9.7,2008.1,"Aprovado"
"B3065",1411175,0,"ORG.E ARQUITETURA DE COMPUTADORES I",9.2,2010.1,"Aprovado"
"B3065",1109035,0,"ÁLGEBRA VETORIAL E GEOMETRIA ANALÍTICA",2.7,2005.1,"Reprovado"
"B3065",1109035,0,"ÁLGEBRA VETORIAL E GEOMETRIA ANALÍTICA",7,2008.2,"Aprovado"
"B3065",1411170,0,"TEORIA DOS GRAFOS",7.6,2008.1,"Aprovado"
"B3065",1108089,0,"FUNDAMENTOS DE FÍSICA CLÁSSICA",6.5,2009.1,"Aprovado"
"B3065",1307151,0,"LEITURA E PRODUCAO DE TEXTOS",8.3,2005.1,"Aprovado"
"B3065",1411179,0,"LAB.DE ESTRUTURA DE DADOS E ALGORITMOS",7,2008.2,"Aprovado"
"B3065",1411173,0,"LÓGICA MATEMÁTICA",7.7,2009.2,"Aprovado"
"B3065",1411176,0,"GERÊNCIA DA INFORMAÇÃO",8.4,2008.2,"Aprovado"
"B3065",1411186,0,"PROJETO EM COMPUTAÇÃO II",8.5,2011.2,"Aprovado"
"B3065",1411196,0,"INTELIGENCIA ARTIFICIAL I",9.3,2011.2,"Aprovado"
"B3065",1411189,0,"COMPILADORES",5.5,2011.1,"Aprovado"
"B3065",1411174,0,"INTRODUÇÃO A COMPUTAÇÃO",8.1,2005.1,"Aprovado"
"B3065",1411172,0,"ESTRUTURA DE DADOS E ALGORITMOS",6,2008.2,"Aprovado"
"B3065",1411185,0,"PROJETO EM COMPUTAÇÃO I",8.9,2011.1,"Aprovado"
"B3065",1411197,0,"AVAL.DE DESEMPENHO DE SISTEMAS DISCRETOS",7.5,2011.1,"Aprovado"
"B3065",1411193,0,"BANCO DE DADOS I",5.7,2010.2,"Aprovado"
"B3065",1305218,0,"METODOLOGIA CIENTÍFICA",8.2,2008.1,"Aprovado"
"B3065",1411180,0,"LABORATÓRIO DE PROGRAMAÇÃO I",7.8,2005.1,"Aprovado"
"B3065",1109049,0,"ALGEBRA LINEAR I",4.4,2009.2,"Reprovado"
"B3065",1411188,0,"MÉTODOS E SOFTWARE NUMÉRICOS",5.2,2010.2,"Aprovado"
"B3065",1411194,0,"BANCO DE DADOS II",5,2011.1,"Aprovado"
"B3065",1109049,0,"ALGEBRA LINEAR I",7.7,2010.1,"Aprovado"
"B3065",1307150,0,"INGLÊS",9.3,2008.1,"Aprovado"
"B3065",1109113,0,"MATEMÁTICA DISCRETA",7.4,2008.1,"Aprovado"
"B3065",1305033,0,"SOCIOLOGIA INDUSTRIAL I",8,2009.2,"Aprovado"
"B3065",1411238,0,"SEMINÁRIOS (EDUCAÇÃO AMBIENTAL)",8.5,2009.1,"Aprovado"
"B3065",1411266,0,"TECC(FUND E APLIC. DE REALIDADE VIRTUAL",8.3,2011.1,"Aprovado"
"B3065",1411187,0,"ANÁLISE E TÉCNICA DE ALGORITMOS",5.4,2010.1,"Aprovado"
"B3065",1411282,0,"TECC(ADMINISTRACAO DE SISTEMAS)",8.2,2011.2,"Aprovado"
"B3065",1411169,0,"PARADIGMAS DE LING. DE PROGRAMAÇÃO",8.5,2010.2,"Aprovado"
"B3065",1114114,0,"METODOS ESTATISTICOS",7,2010.2,"Aprovado"
"B3065",1411195,0,"SISTEMAS DE INFORMAÇÃO II",5,2009.2,"Aprovado"
"B3065",1303021,0,"ECONOMIA",7.9,2010.1,"Aprovado"
"B3065",1411276,0,"TECC(VISAO COMPUTACIONAL)",7.8,2011.2,"Aprovado"
"B3065",1411171,0,"TEORIA DA COMPUTAÇÃO",7.3,2009.1,"Aprovado"
"B3065",1305020,0,"RELACOES HUMANAS",5.1,2009.1,"Aprovado"
"B3065",1108090,0,"FUNDAMENTOS DE FÍSICA MODERNA",8,2009.2,"Aprovado"
"B3065",1411183,0,"LABORATÓRIO DE ENGENHARIA DE SOFTWARE",7.8,2010.2,"Aprovado"
"B3065",1109053,0,"CALCULO DIFERENCIAL E INTEGRAL II",9.3,2009.1,"Aprovado"
"B3065",1109103,0,"CALCULO DIFERENCIAL E INTEGRAL I",7.2,2008.2,"Aprovado"
"B3065",1114107,0,"PROBABILIDADE E ESTATISTICA",3.3,2009.2,"Reprovado"
"B3065",1411177,0,"ENGENHARIA DE SOFTWARE I",7,2010.1,"Aprovado"
"B3065",1109103,0,"CALCULO DIFERENCIAL E INTEGRAL I",0,2005.1,"Reprovado por Falta"
"B3065",1411184,0,"LAB.DE INTERCON.DE REDES DE COMPUTADORES",7,2011.2,"Aprovado"
"B3065",1411244,0,"TECC(ECONOMIA DE TECNOLOGIA DA INFORMAÇÃ",7.8,2011.2,"Aprovado"
"B3065",1109103,0,"CALCULO DIFERENCIAL E INTEGRAL I",3,2008.1,"Reprovado"
"B3065",1411268,0,"TECC(MODELAGEM DE AMBIENTES VIRTUAIS)",8.5,2010.2,"Aprovado"
"B3065",1411190,0,"REDES DE COMPUTADORES",7,2011.1,"Aprovado"
"B3065",1411191,0,"INTERCONEXÃO DE REDES DE COMPUTADORES",7,2011.2,"Aprovado"
"B3065",1411171,0,"TEORIA DA COMPUTAÇÃO",4.1,2008.2,"Reprovado"
"B3065",1411182,0,"LAB.DE ORG.E ARQUITETURA DE COMPUTADORES",9.3,2010.1,"Aprovado"
"B3065",1411167,0,"PROGRAMAÇÃO I",7.8,2005.1,"Aprovado"
"B3065",1305219,0,"DIREITO E CIDADANIA",9.2,2008.2,"Aprovado"
"B3065",1411192,0,"SISTEMAS OPERACIONAIS",7.2,2010.2,"Aprovado"
"B10447",1411193,0,"BANCO DE DADOS I",7.9,2007.2,"Aprovado"
"B10447",1411217,0,"PROJETO DE REDES DE COMPUTADORES",9,2009.1,"Aprovado"
"B10447",1411238,0,"SEMINÁRIOS (EDUCAÇÃO AMBIENTAL)",9,2008.2,"Aprovado"
"B10447",1411170,0,"TEORIA DOS GRAFOS",8.1,2005.2,"Aprovado"
"B10447",1411268,0,"TECC(MODELAGEM DE AMBIENTES VIRTUAIS)",9.7,2007.2,"Aprovado"
"B10447",1411201,0,"EMPREENDEDORISMO",8.8,2008.1,"Aprovado"
"B10447",1411195,0,"SISTEMAS DE INFORMAÇÃO II",7.8,2007.1,"Aprovado"
"B10447",1411196,0,"INTELIGENCIA ARTIFICIAL I",8.5,2008.2,"Aprovado"
"B10447",1305218,0,"METODOLOGIA CIENTÍFICA",9.8,2005.2,"Aprovado"
"B10447",1411187,0,"ANÁLISE E TÉCNICA DE ALGORITMOS",5.7,2007.2,"Aprovado"
"B10447",1411172,0,"ESTRUTURA DE DADOS E ALGORITMOS",7.3,2006.1,"Aprovado"
"B10447",1411174,0,"INTRODUÇÃO A COMPUTAÇÃO",9.4,2005.1,"Aprovado"
"B10447",1411176,0,"GERÊNCIA DA INFORMAÇÃO",8.8,2006.1,"Aprovado"
"B10447",1114114,0,"METODOS ESTATISTICOS",8.7,2007.1,"Aprovado"
"B10447",1411203,0,"ESTÁGIO INTEGRADO",9.4,2009.2,"Aprovado"
"B10447",1411273,0,"TECC (ARQUITETURA DE SOFTWARE)",10,2008.2,"Aprovado"
"B10447",1411191,0,"INTERCONEXÃO DE REDES DE COMPUTADORES",8.2,2008.2,"Aprovado"
"B10447",1114107,0,"PROBABILIDADE E ESTATISTICA",8.6,2006.1,"Aprovado"
"B10447",1411194,0,"BANCO DE DADOS II",8.7,2008.1,"Aprovado"
"B10447",1411179,0,"LAB.DE ESTRUTURA DE DADOS E ALGORITMOS",9.7,2006.1,"Aprovado"
"B10447",1411180,0,"LABORATÓRIO DE PROGRAMAÇÃO I",9.4,2005.1,"Aprovado"
"B10447",1411184,0,"LAB.DE INTERCON.DE REDES DE COMPUTADORES",8.2,2008.2,"Aprovado"
"B10447",1411182,0,"LAB.DE ORG.E ARQUITETURA DE COMPUTADORES",9.2,2006.2,"Aprovado"
"B10447",1108090,0,"FUNDAMENTOS DE FÍSICA MODERNA",7.8,2006.1,"Aprovado"
"B10447",1109103,0,"CALCULO DIFERENCIAL E INTEGRAL I",8.2,2005.1,"Aprovado"
"B10447",1411175,0,"ORG.E ARQUITETURA DE COMPUTADORES I",8.3,2006.2,"Aprovado"
"B10447",1108089,0,"FUNDAMENTOS DE FÍSICA CLÁSSICA",8.1,2005.2,"Aprovado"
"B10447",1305220,0,"INFORMÁTICA E SOCIEDADE",9.5,2007.2,"Aprovado"
"B10447",1411168,0,"PROGRAMAÇÃO II",8.4,2005.2,"Aprovado"
"B10447",1411192,0,"SISTEMAS OPERACIONAIS",8.8,2008.1,"Aprovado"
"B10447",1411181,0,"LABORATÓRIO DE PROGRAMAÇÃO II",9.6,2005.2,"Aprovado"
"B10447",1411178,0,"SISTEMAS DE INFORMAÇÃO I",9.6,2006.2,"Aprovado"
"B10447",1411190,0,"REDES DE COMPUTADORES",7.6,2007.1,"Aprovado"
"B10447",1301014,0,"ADMINISTRAÇÃO",9.2,2009.1,"Aprovado"
"B10447",1411265,0,"TECC(REDES AD HOC SEM FIO)",10,2009.1,"Aprovado"
"B10447",1411177,0,"ENGENHARIA DE SOFTWARE I",9.2,2007.1,"Aprovado"
"B10447",1411185,0,"PROJETO EM COMPUTAÇÃO I",8.8,2008.2,"Aprovado"
"B10447",1109035,0,"ÁLGEBRA VETORIAL E GEOMETRIA ANALÍTICA",8,2005.1,"Aprovado"
"B10447",1411183,0,"LABORATÓRIO DE ENGENHARIA DE SOFTWARE",9.1,2007.2,"Aprovado"
"B10447",1109113,0,"MATEMÁTICA DISCRETA",8.5,2005.2,"Aprovado"
"B10447",1411197,0,"AVAL.DE DESEMPENHO DE SISTEMAS DISCRETOS",7.7,2008.2,"Aprovado"
"B10447",1411173,0,"LÓGICA MATEMÁTICA",10,2006.2,"Aprovado"
"B10447",1411188,0,"MÉTODOS E SOFTWARE NUMÉRICOS",8,2009.1,"Aprovado"
"B10447",1411186,0,"PROJETO EM COMPUTAÇÃO II",9.5,2009.1,"Aprovado"
"B10447",1411189,0,"COMPILADORES",9.3,2007.2,"Aprovado"
"B10447",1411256,0,"TEC(PRINCIPIOS DE ADMIN FINANCEIRA)",9.6,2007.1,"Aprovado"
"B10447",1411171,0,"TEORIA DA COMPUTAÇÃO",10,2006.1,"Aprovado"
"B10447",1411167,0,"PROGRAMAÇÃO I",8.8,2005.1,"Aprovado"
"B10447",1411235,0,"TECC(DESENV.DE APLIC.CORPORAT.AVANÇADAS)",9.8,2008.1,"Aprovado"
"B10447",1307151,0,"LEITURA E PRODUCAO DE TEXTOS",8.8,2005.1,"Aprovado"
"B10447",1411169,0,"PARADIGMAS DE LING. DE PROGRAMAÇÃO",8.1,2007.1,"Aprovado"
"B10447",1305219,0,"DIREITO E CIDADANIA",9.5,2008.1,"Aprovado"
"B825",1109049,0,"ALGEBRA LINEAR I",8,2008.1,"Aprovado"
"B825",1114114,0,"METODOS ESTATISTICOS",4.5,2008.2,"Reprovado"
"B825",1411259,0,"TECC (GRADES COMPUTACIONAIS)",9.5,2005.2,"Aprovado"
"B825",1411210,0,"MARKETING PARA INFORMÁTICA",8.1,2007.2,"Aprovado"
"B825",1411250,0,"TECC(ALGORITMOS  AVANÇADOS III )",10,2008.1,"Aprovado"
"B825",1411218,0,"REDES DE PETRI",7.5,2008.2,"Aprovado"
"B825",1411251,0,"TECC(ALGORITMOS  AVANÇADOS IV)",5.6,2008.2,"Aprovado"
"B825",1411178,0,"SISTEMAS DE INFORMAÇÃO I",7,2006.2,"Aprovado"
"B825",1108089,0,"FUNDAMENTOS DE FÍSICA CLÁSSICA",8.9,2007.1,"Aprovado"
"B825",1411169,0,"PARADIGMAS DE LING. DE PROGRAMAÇÃO",7.1,2006.2,"Aprovado"
"B825",1411195,0,"SISTEMAS DE INFORMAÇÃO II",7,2007.1,"Aprovado"
"B825",1411197,1,"AVAL.DE DESEMPENHO DE SISTEMAS DISCRETOS",0,2009.2,"Reprovado por Falta"
"B825",1411183,1,"LABORATÓRIO DE ENGENHARIA DE SOFTWARE",6.6,2009.2,"Aprovado"
"B825",1108089,0,"FUNDAMENTOS DE FÍSICA CLÁSSICA",4.2,2006.1,"Reprovado"
"B825",1109103,0,"CALCULO DIFERENCIAL E INTEGRAL I",5.6,2005.2,"Aprovado"
"B825",1411176,0,"GERÊNCIA DA INFORMAÇÃO",7.5,2006.1,"Aprovado"
"B825",1411188,0,"MÉTODOS E SOFTWARE NUMÉRICOS",7.2,2008.2,"Aprovado"
"B825",1411173,0,"LÓGICA MATEMÁTICA",6.1,2006.2,"Aprovado"
"B825",1411172,0,"ESTRUTURA DE DADOS E ALGORITMOS",7,2006.1,"Aprovado"
"B825",1109035,0,"ÁLGEBRA VETORIAL E GEOMETRIA ANALÍTICA",7.2,2005.1,"Aprovado"
"B825",1108090,0,"FUNDAMENTOS DE FÍSICA MODERNA",7.1,2008.1,"Aprovado"
"B825",1411275,1,"TECC(SISTEMAS COOPERATIVOS)",9.5,2009.2,"Aprovado"
"B825",1411171,0,"TEORIA DA COMPUTAÇÃO",5.8,2006.1,"Aprovado"
"B825",1411179,0,"LAB.DE ESTRUTURA DE DADOS E ALGORITMOS",9,2006.1,"Aprovado"
"B825",1109113,0,"MATEMÁTICA DISCRETA",6.8,2005.2,"Aprovado"
"B825",1307150,0,"INGLÊS",8.7,2006.1,"Aprovado"
"B825",1307151,0,"LEITURA E PRODUCAO DE TEXTOS",8.1,2005.1,"Aprovado"
"B825",1411177,0,"ENGENHARIA DE SOFTWARE I",7,2008.2,"Aprovado"
"B825",1411187,0,"ANÁLISE E TÉCNICA DE ALGORITMOS",7,2008.1,"Aprovado"
"B825",1411190,0,"REDES DE COMPUTADORES",5.1,2009.1,"Aprovado"
"B825",1109103,0,"CALCULO DIFERENCIAL E INTEGRAL I",4,2005.1,"Reprovado"
"B825",1411183,0,"LABORATÓRIO DE ENGENHARIA DE SOFTWARE",4.2,2009.1,"Reprovado"
"B825",1411192,0,"SISTEMAS OPERACIONAIS",5.4,2009.1,"Aprovado"
"B825",1411180,0,"LABORATÓRIO DE PROGRAMAÇÃO I",8.4,2005.1,"Aprovado"
"B825",1411266,0,"TECC(FUND E APLIC. DE REALIDADE VIRTUAL",9.1,2009.1,"Aprovado"
"B825",1301014,0,"ADMINISTRAÇÃO",7.8,2006.2,"Aprovado"
"B825",1114114,1,"METODOS ESTATISTICOS",0,2009.2,"Reprovado por Falta"
"B825",1411247,0,"TECC(ALGORITMOS AVANÇADOS II)",10,2007.2,"Aprovado"
"B825",1411174,0,"INTRODUÇÃO A COMPUTAÇÃO",8.8,2005.1,"Aprovado"
"B825",1411182,0,"LAB.DE ORG.E ARQUITETURA DE COMPUTADORES",9,2008.2,"Aprovado"
"B825",1411168,0,"PROGRAMAÇÃO II",7.6,2005.2,"Aprovado"
"B825",1411256,0,"TEC(PRINCIPIOS DE ADMIN FINANCEIRA)",9,2009.1,"Aprovado"
"B825",1305020,0,"RELACOES HUMANAS",8,2008.1,"Aprovado"
"B825",1305219,0,"DIREITO E CIDADANIA",9.5,2007.1,"Aprovado"
"B825",1411201,0,"EMPREENDEDORISMO",9.1,2008.1,"Aprovado"
"B825",1411194,0,"BANCO DE DADOS II",7.7,2007.2,"Aprovado"
"B825",1411193,0,"BANCO DE DADOS I",7.2,2007.1,"Aprovado"
"B825",1108089,0,"FUNDAMENTOS DE FÍSICA CLÁSSICA",0.3,2006.2,"Reprovado"
"B825",1411175,0,"ORG.E ARQUITETURA DE COMPUTADORES I",7.9,2008.2,"Aprovado"
"B825",1305218,0,"METODOLOGIA CIENTÍFICA",7,2005.2,"Aprovado"
"B825",1411189,0,"COMPILADORES",6.6,2009.1,"Aprovado"
"B825",1411167,0,"PROGRAMAÇÃO I",7,2005.1,"Aprovado"
"B825",1114107,0,"PROBABILIDADE E ESTATISTICA",5.1,2008.1,"Aprovado"
"B825",1411170,0,"TEORIA DOS GRAFOS",7,2005.2,"Aprovado"
"B825",1305220,0,"INFORMÁTICA E SOCIEDADE",8.9,2009.1,"Aprovado"
