"Matricula","Periodo","Periodo_Curso","P1","P2","LP1","IC","LP2","Discreta","Eda","Leda","Grafos","TC"
"B21294",2009.2,1,0,0,32,0,0,0,0,0,0,0
"B21295",2002.2,1,88,0,97,81,0,0,0,0,0,0
"B21295",2003.1,2,0,72,0,0,87,72,0,0,77,0
"B21295",2003.2,3,0,0,0,0,0,0,200,200,0,51
"B21296",2009.2,1,74,0,71,50,0,0,0,0,0,0
"B21296",2010.1,2,0,55,0,0,50,0,0,0,70,0
"B21296",2011.1,2,0,0,0,0,0,9,0,0,0,0
"B21297",2003.2,1,72,0,81,83,0,0,0,0,0,0
"B21297",2004.1,2,0,84,0,0,89,65,0,0,56,0
"B21297",2004.2,3,0,0,0,0,0,0,70,79,0,50
"B2138",2013.1,1,61,0,61,52,0,0,0,0,0,0
"B2138",2013.2,2,0,35,0,0,23,32,0,0,33,0
"B2138",2014.1,2,0,55,0,0,52,12,0,0,81,0
"B21380",2012.1,1,46,0,45,71,0,0,0,0,0,0
"B21380",2012.2,1,79,0,79,0,0,0,0,0,0,0
"B21380",2012.2,2,0,0,0,0,0,200,0,0,0,0
"B21380",2013.1,2,0,75,0,0,72,0,0,0,64,0
"B21386",2014.1,1,78,0,78,87,0,0,0,0,0,0
"B21391",2011.2,1,64,0,62,70,0,0,0,0,0,0
"B21391",2012.1,2,0,50,0,0,31,200,0,0,73,0
"B21391",2012.2,2,0,0,0,0,46,63,0,0,0,0
"B21391",2013.1,2,0,0,0,0,33,0,0,0,0,0
"B21391",2013.1,3,0,0,0,0,0,0,0,0,0,9
"B21404",2013.1,1,27,0,27,78,0,0,0,0,0,0
"B21404",2013.2,1,76,0,76,0,0,0,0,0,0,0
"B21404",2013.2,2,0,0,0,0,0,79,0,0,0,0
"B21404",2014.1,2,0,73,0,0,75,0,0,0,85,0
"B21406",2010.1,1,70,0,74,51,0,0,0,0,0,0
"B21406",2010.2,2,0,21,0,0,29,0,0,0,200,0
"B21406",2011.1,2,0,21,0,0,200,200,0,0,200,0
"B21406",2011.2,2,0,200,0,0,4,200,0,0,0,0
"B21409",2011.1,1,94,0,94,92,0,0,0,0,0,0
"B21409",2011.2,2,0,83,0,0,76,80,0,0,95,0
"B21409",2012.1,3,0,0,0,0,0,0,75,72,0,68
"B21475",2010.2,1,90,0,92,98,0,0,0,0,0,0
"B21475",2011.1,2,0,88,0,0,94,86,0,0,99,0
"B21475",2011.2,3,0,0,0,0,0,0,87,90,0,0
"B21475",2012.1,3,0,0,0,0,0,0,0,0,0,70
"B21489",2007.2,1,84,0,88,93,0,0,0,0,0,0
"B21489",2008.1,2,0,94,0,0,95,70,0,0,70,0
"B21489",2008.2,3,0,0,0,0,0,0,65,87,0,73
"B21515",2011.1,1,71,0,70,73,0,0,0,0,0,0
"B21515",2011.2,2,0,75,0,0,70,50,0,0,88,0
"B21515",2012.1,3,0,0,0,0,0,0,57,58,0,56
"B21575",2010.2,1,21,0,14,37,0,0,0,0,0,0
"B21575",2011.1,1,20,0,18,50,0,0,0,0,0,0
"B21575",2011.2,1,27,0,27,0,0,0,0,0,0,0
"B21576",2011.2,1,76,0,78,60,0,0,0,0,0,0
"B21576",2012.1,2,0,21,0,0,19,35,0,0,51,0
"B21576",2012.2,2,0,10,0,0,18,13,0,0,0,0
"B21576",2013.1,2,0,69,0,0,68,0,0,0,0,0
"B21576",2013.2,3,0,0,0,0,0,0,30,200,0,0
"B21576",2014.1,3,0,0,0,0,0,0,36,50,0,0
"B21591",2010.1,1,70,0,70,92,0,0,0,0,0,0
"B21591",2010.2,2,0,78,0,0,78,83,0,0,81,0
"B21591",2011.1,3,0,0,0,0,0,0,76,73,0,81
"B21595",2011.1,1,70,0,70,0,0,0,0,0,0,0
"B21595",2011.2,1,0,0,0,200,0,0,0,0,0,0
"B21595",2011.2,2,0,0,0,0,0,200,0,0,0,0
"B21595",2012.1,1,0,0,0,87,0,0,0,0,0,0
"B21595",2012.2,2,0,78,0,0,72,0,0,0,200,0
"B21598",2005.1,1,21,0,24,0,0,0,0,0,0,0
"B21600",2012.1,1,68,0,68,80,0,0,0,0,0,0
"B21600",2012.2,2,0,54,0,0,70,54,0,0,61,0
"B21600",2013.1,3,0,0,0,0,0,0,25,25,0,4
"B21603",2010.2,1,79,0,83,53,0,0,0,0,0,0
"B21603",2011.1,2,0,200,0,0,200,0,0,0,70,0
"B21603",2011.2,2,0,200,0,0,200,200,0,0,0,0
"B21605",2011.2,1,30,0,29,42,0,0,0,0,0,0
"B21605",2012.1,1,50,0,50,0,0,0,0,0,0,0
"B21605",2012.2,1,0,0,0,35,0,0,0,0,0,0
"B21605",2012.2,2,0,0,0,0,0,36,0,0,0,0
"B21605",2013.1,1,0,0,0,54,0,0,0,0,0,0
"B21605",2013.1,2,0,0,0,0,0,0,0,0,71,0
"B21607",2012.2,1,93,0,93,87,0,0,0,0,0,0
"B21607",2013.1,2,0,74,0,0,81,57,0,0,84,0
"B21607",2013.2,3,0,0,0,0,0,0,84,71,0,76
"B2161",2012.1,1,73,0,73,71,0,0,0,0,0,0
"B2161",2012.2,2,0,28,0,0,36,37,0,0,38,0
"B2161",2013.1,2,0,24,0,0,35,200,0,0,52,0
"B2161",2013.2,2,0,50,0,0,45,35,0,0,0,0
"B2165",2011.2,1,67,0,68,74,0,0,0,0,0,0
"B2165",2012.1,2,0,19,0,0,11,0,0,0,50,0
"B2165",2012.2,2,0,39,0,0,38,35,0,0,0,0
"B2165",2012.2,3,0,0,0,0,0,0,0,0,0,1
"B21652",2011.2,1,82,0,83,78,0,0,0,0,0,0
"B21652",2012.1,2,0,82,0,0,73,52,0,0,80,0
"B21652",2012.2,3,0,0,0,0,0,0,70,77,0,16
"B21652",2013.1,3,0,0,0,0,0,0,0,0,0,54
"B21653",2012.2,1,32,0,32,42,0,0,0,0,0,0
"B21653",2013.1,1,74,0,74,39,0,0,0,0,0,0
"B21653",2013.1,2,0,0,0,0,0,13,0,0,0,0
"B21653",2013.2,1,0,0,0,53,0,0,0,0,0,0
"B21653",2014.1,2,0,200,0,0,200,200,0,0,200,0
"B21659",2014.1,1,45,0,45,73,0,0,0,0,0,0
"B2166",2012.2,1,77,0,77,78,0,0,0,0,0,0
"B2166",2013.1,2,0,50,0,0,62,0,0,0,70,0
"B2166",2013.2,2,0,0,0,0,0,21,0,0,0,0
"B2166",2013.2,3,0,0,0,0,0,0,19,34,0,0
"B2166",2014.1,2,0,0,0,0,0,71,0,0,0,0
"B2166",2014.1,3,0,0,0,0,0,0,56,60,0,0
"B21660",2008.1,1,78,0,54,62,0,0,0,0,0,0
"B21660",2008.2,2,0,57,0,0,93,50,0,0,15,0
"B21660",2009.1,2,0,0,0,0,0,0,0,0,70,0
"B21660",2009.2,3,0,0,0,0,0,0,50,54,0,51
"B2170",2007.1,1,87,0,88,91,0,0,0,0,0,0
"B2170",2007.2,2,0,88,0,0,87,82,0,0,71,0
"B2170",2008.1,3,0,0,0,0,0,0,89,87,0,54
"B21706",2011.1,1,65,0,65,73,0,0,0,0,0,0
"B21706",2011.2,2,0,200,0,0,200,14,0,0,200,0
"B21706",2012.1,2,0,200,0,0,200,200,0,0,18,0
"B2171",2004.1,1,74,0,70,80,0,0,0,0,0,0
"B2171",2004.2,2,0,43,0,0,82,53,0,0,52,0
"B2171",2005.1,2,0,87,0,0,0,0,0,0,0,0
"B2171",2005.1,3,0,0,0,0,0,0,0,0,0,50
"B2171",2005.2,3,0,0,0,0,0,0,72,75,0,0
"B21715",2006.2,1,79,0,81,74,0,0,0,0,0,0
"B21715",2007.1,2,0,62,0,0,78,37,0,0,60,0
"B21715",2007.2,2,0,0,0,0,0,84,0,0,0,0
"B21715",2007.2,3,0,0,0,0,0,0,80,79,0,0
"B21715",2008.1,3,0,0,0,0,0,0,0,0,0,62
"B21732",2009.2,1,78,0,79,62,0,0,0,0,0,0
"B21732",2010.1,2,0,25,0,0,30,200,0,0,200,0
"B21732",2010.2,2,0,200,0,0,200,0,0,0,200,0
"B21732",2011.1,2,0,50,0,0,50,0,0,0,200,0
"B2174",2008.1,1,66,0,50,57,0,0,0,0,0,0
"B2174",2008.2,2,0,63,0,0,80,200,0,0,22,0
"B2174",2009.1,2,0,0,0,0,0,200,0,0,38,0
"B21749",2012.2,1,200,0,200,1,0,0,0,0,0,0
"B21749",2013.1,1,26,0,26,200,0,0,0,0,0,0
"B21749",2013.1,2,0,0,0,0,0,200,0,0,0,0
"B2176",2003.1,1,60,0,85,93,0,0,0,0,0,0
"B2176",2003.2,2,0,74,0,0,81,70,0,0,71,0
"B2176",2004.1,3,0,0,0,0,0,0,56,58,0,100
"B21774",2011.1,1,75,0,75,73,0,0,0,0,0,0
"B21774",2011.2,2,0,46,0,0,30,59,0,0,26,0
"B21774",2013.1,2,0,77,0,0,75,0,0,0,200,0
"B21777",2012.1,1,200,0,200,200,0,0,0,0,0,0
"B21779",2009.1,1,70,0,78,70,0,0,0,0,0,0
"B21779",2009.2,2,0,78,0,0,62,45,0,0,84,0
"B21779",2010.1,2,0,0,0,0,0,70,0,0,0,0
"B21779",2010.2,3,0,0,0,0,0,0,87,85,0,58
"B2178",2007.2,1,73,0,78,80,0,0,0,0,0,0
"B2178",2008.1,2,0,89,0,0,84,69,0,0,85,0
"B2178",2008.2,3,0,0,0,0,0,0,38,60,0,200
"B2178",2009.1,3,0,0,0,0,0,0,60,0,0,65
"B21781",2010.2,1,72,0,76,56,0,0,0,0,0,0
"B21781",2011.1,2,0,73,0,0,70,0,0,0,62,0
"B21781",2011.2,3,0,0,0,0,0,0,21,16,0,0
"B21781",2012.1,3,0,0,0,0,0,0,34,44,0,0
"B21781",2012.2,2,0,0,0,0,0,38,0,0,0,0
"B21781",2013.1,3,0,0,0,0,0,0,53,60,0,0
"B21781",2013.2,2,0,0,0,0,0,40,0,0,0,0
"B21784",2011.2,3,0,0,0,0,0,0,71,72,0,58
"B2179",2004.2,1,70,0,76,81,0,0,0,0,0,0
"B2179",2005.1,2,0,62,0,0,88,72,0,0,70,0
"B2179",2005.2,3,0,0,0,0,0,0,77,81,0,62
"B2180",2008.2,1,74,0,89,76,0,0,0,0,0,0
"B2180",2009.1,2,0,85,0,0,90,70,0,0,70,0
"B2180",2009.2,3,0,0,0,0,0,0,50,80,0,50
"B2181",2002.2,1,10,0,19,25,0,0,0,0,0,0
"B2182",2009.2,1,83,0,78,76,0,0,0,0,0,0
"B2182",2010.1,2,0,91,0,0,94,52,0,0,79,0
"B2182",2010.2,3,0,0,0,0,0,0,69,93,0,0
"B2182",2011.1,3,0,0,0,0,0,0,0,0,0,80
"B2183",2003.2,1,60,0,89,76,0,0,0,0,0,0
"B2183",2004.1,2,0,47,0,0,52,72,0,0,64,0
"B2183",2004.2,2,0,59,0,0,0,0,0,0,0,0
"B2183",2004.2,3,0,0,0,0,0,0,0,0,0,57
"B2183",2005.1,3,0,0,0,0,0,0,73,70,0,0
"B21874",2006.2,1,68,0,71,82,0,0,0,0,0,0
"B21874",2007.1,2,0,89,0,0,90,25,0,0,70,0
"B21874",2007.2,2,0,0,0,0,0,63,0,0,0,0
"B21874",2007.2,3,0,0,0,0,0,0,71,71,0,0
"B21874",2008.1,3,0,0,0,0,0,0,0,0,0,50
"B21957",2011.2,1,200,0,200,200,0,0,0,0,0,0
"B21957",2012.1,1,200,0,200,200,0,0,0,0,0,0
"B21958",2012.2,1,77,0,77,76,0,0,0,0,0,0
"B21958",2013.1,2,0,74,0,0,69,71,0,0,70,0
"B21958",2013.2,3,0,0,0,0,0,0,73,70,0,72
"B21961",2007.1,1,56,0,56,74,0,0,0,0,0,0
"B21961",2007.2,2,0,84,0,0,70,55,0,0,70,0
"B21961",2008.1,3,0,0,0,0,0,0,57,70,0,71
"B21962",2004.1,1,87,0,91,88,0,0,0,0,0,0
"B21962",2004.2,2,0,87,0,0,80,41,0,0,82,0
"B21962",2005.1,2,0,0,0,0,0,90,0,0,0,0
"B21962",2005.1,3,0,0,0,0,0,0,90,91,0,0
"B21962",2005.2,3,0,0,0,0,0,0,0,0,0,93
"B21965",2008.1,1,76,0,91,98,0,0,0,0,0,0
"B21965",2008.2,2,0,81,0,0,92,81,0,0,83,0
"B21965",2009.1,3,0,0,0,0,0,0,72,91,0,71
"B21967",2007.2,1,18,0,29,78,0,0,0,0,0,0
"B21967",2008.1,1,50,0,33,0,0,0,0,0,0,0
"B21967",2008.1,2,0,0,0,0,0,200,0,0,0,0
"B21967",2008.2,1,0,0,58,0,0,0,0,0,0,0
"B21967",2008.2,2,0,0,0,0,0,18,0,0,0,0
"B21967",2009.1,2,0,55,0,0,58,60,0,0,51,0
"B21967",2009.2,3,0,0,0,0,0,0,7,70,0,25
"B21968",2004.2,1,86,0,84,78,0,0,0,0,0,0
"B21968",2005.1,2,0,71,0,0,88,70,0,0,52,0
"B21968",2005.2,3,0,0,0,0,0,0,75,83,0,77
"B21969",2008.2,1,74,0,87,84,0,0,0,0,0,0
"B21969",2009.1,2,0,85,0,0,88,70,0,0,70,0
"B21969",2009.2,3,0,0,0,0,0,0,70,74,0,70
"B21970",2009.2,1,200,0,200,200,0,0,0,0,0,0
"B22097",2011.2,1,13,0,200,29,0,0,0,0,0,0
"B22097",2012.1,1,200,0,200,0,0,0,0,0,0,0
"B22099",2013.2,1,50,0,50,61,0,0,0,0,0,0
"B22099",2014.1,2,0,50,0,0,70,57,0,0,67,0
"B22111",2011.1,1,91,0,90,86,0,0,0,0,0,0
"B22111",2011.2,2,0,89,0,0,81,67,0,0,97,0
"B22111",2012.1,3,0,0,0,0,0,0,83,80,0,83
"B22114",2005.1,1,75,0,78,87,0,0,0,0,0,0
"B22114",2005.2,2,0,81,0,0,88,88,0,0,70,0
"B22114",2006.1,3,0,0,0,0,0,0,64,83,0,71
"B22115",2012.1,1,95,0,96,100,0,0,0,0,0,0
"B22115",2012.1,2,0,0,0,0,0,94,0,0,0,0
"B22115",2012.2,2,0,87,0,0,91,0,0,0,100,0
"B22115",2013.1,3,0,0,0,0,0,0,96,98,0,91
"B22118",2010.2,1,22,0,15,50,0,0,0,0,0,0
"B22118",2011.1,1,51,0,50,0,0,0,0,0,0,0
"B22118",2011.2,2,0,200,0,0,200,0,0,0,200,0
"B22121",2012.2,1,78,0,78,73,0,0,0,0,0,0
"B22121",2013.1,2,0,59,0,0,60,75,0,0,87,0
"B22121",2013.2,3,0,0,0,0,0,0,64,51,0,60
"B22173",2009.1,1,50,0,30,51,0,0,0,0,0,0
"B22173",2009.2,1,0,0,59,0,0,0,0,0,0,0
"B22173",2009.2,2,0,0,0,0,0,29,0,0,0,0
"B22173",2010.1,2,0,3,0,0,2,7,0,0,200,0
"B22173",2010.2,2,0,11,0,0,13,26,0,0,200,0
"B22183",2013.1,1,29,0,29,50,0,0,0,0,0,0
"B22183",2013.2,1,73,0,73,0,0,0,0,0,0,0
"B22183",2013.2,2,0,0,0,0,0,10,0,0,0,0
"B22183",2014.1,2,0,200,0,0,200,20,0,0,50,0
"B222",2014.1,1,50,0,50,0,0,0,0,0,0,0
"B22211",2008.2,1,47,0,10,39,0,0,0,0,0,0
"B22211",2009.1,1,31,0,21,51,0,0,0,0,0,0
"B22211",2009.2,1,27,0,38,0,0,0,0,0,0,0
"B22246",2006.2,1,42,0,47,75,0,0,0,0,0,0
"B22246",2007.1,1,82,0,85,0,0,0,0,0,0,0
"B22246",2007.2,2,0,54,0,0,80,0,0,0,64,0
"B22317",2010.1,1,32,0,46,71,0,0,0,0,0,0
"B22317",2010.2,1,80,0,82,0,0,0,0,0,0,0
"B22317",2011.1,2,0,82,0,0,82,79,0,0,100,0
"B22317",2011.2,3,0,0,0,0,0,0,70,75,0,88
"B22324",2009.1,1,73,0,85,86,0,0,0,0,0,0
"B22324",2009.2,2,0,78,0,0,85,74,0,0,68,0
"B22324",2010.1,3,0,0,0,0,0,0,84,89,0,56
"B22327",2010.2,1,57,0,58,86,0,0,0,0,0,0
"B22327",2011.1,2,0,72,0,0,76,0,0,0,85,0
"B22327",2011.2,2,0,0,0,0,0,50,0,0,0,0
"B22327",2011.2,3,0,0,0,0,0,0,56,50,0,0
"B22332",2013.2,1,58,0,58,68,0,0,0,0,0,0
"B22332",2014.1,2,0,74,0,0,79,200,0,0,200,0
"B22389",2014.1,1,59,0,59,47,0,0,0,0,0,0
"B22394",2005.2,1,60,0,66,76,0,0,0,0,0,0
"B22394",2006.1,2,0,71,0,0,89,14,0,0,50,0
"B22394",2006.2,2,0,0,0,0,0,100,0,0,0,0
"B22394",2006.2,3,0,0,0,0,0,0,78,88,0,0
"B22394",2007.1,3,0,0,0,0,0,0,0,0,0,36
"B22394",2007.2,3,0,0,0,0,0,0,0,0,0,51
"B22398",2014.1,1,76,0,76,62,0,0,0,0,0,0
"B224",2010.1,1,79,0,81,73,0,0,0,0,0,0
"B224",2010.2,2,0,71,0,0,80,76,0,0,0,0
"B224",2011.1,2,0,0,0,0,0,0,0,0,94,0
"B224",2011.2,3,0,0,0,0,0,0,70,77,0,90
"B22402",2012.2,1,200,0,200,200,0,0,0,0,0,0
"B22424",2006.2,1,200,0,13,200,0,0,0,0,0,0
"B22427",2010.1,1,32,0,25,43,0,0,0,0,0,0
"B22427",2010.2,1,79,0,81,77,0,0,0,0,0,0
"B22427",2011.1,2,0,66,0,0,50,47,0,0,66,0
"B22427",2011.2,3,0,0,0,0,0,0,51,55,0,0
"B22463",2013.1,1,58,0,58,59,0,0,0,0,0,0
"B22463",2013.2,2,0,62,0,0,65,32,0,0,33,0
"B22463",2014.1,2,0,0,0,0,0,52,0,0,66,0
"B22464",2011.2,1,75,0,76,50,0,0,0,0,0,0
"B22464",2012.1,2,0,24,0,0,200,200,0,0,18,0
"B22508",2010.1,1,60,0,60,79,0,0,0,0,0,0
"B22508",2010.2,2,0,73,0,0,70,0,0,0,56,0
"B22508",2011.1,2,0,0,0,0,0,59,0,0,0,0
"B22508",2011.1,3,0,0,0,0,0,0,75,70,0,0
"B22508",2011.2,3,0,0,0,0,0,0,0,0,0,70
"B22542",2010.1,1,72,0,70,78,0,0,0,0,0,0
"B22542",2010.2,2,0,82,0,0,74,58,0,0,52,0
"B22542",2011.1,3,0,0,0,0,0,0,58,50,0,53
"B22545",2012.1,1,86,0,86,91,0,0,0,0,0,0
"B22545",2012.1,2,0,0,0,0,0,87,0,0,0,0
"B22545",2012.2,2,0,88,0,0,87,0,0,0,94,0
"B22545",2013.1,3,0,0,0,0,0,0,73,78,0,70
"B22548",2009.2,1,72,0,83,74,0,0,0,0,0,0
"B22548",2010.1,2,0,74,0,0,72,55,0,0,70,0
"B22548",2010.2,3,0,0,0,0,0,0,34,74,0,0
"B22548",2011.1,3,0,0,0,0,0,0,51,0,0,200
"B22571",2012.1,1,59,0,60,71,0,0,0,0,0,0
"B22571",2012.2,2,0,58,0,0,74,42,0,0,50,0
"B22571",2013.1,3,0,0,0,0,0,0,200,200,0,0
"B2261",2014.1,1,22,0,22,50,0,0,0,0,0,0
"B22627",2014.1,1,42,0,42,83,0,0,0,0,0,0
"B22651",2006.1,1,200,0,200,200,0,0,0,0,0,0
"B22655",2005.2,3,0,0,0,0,0,0,70,59,0,0
"B22655",2009.1,1,0,0,54,0,0,0,0,0,0,0
"B22655",2009.2,2,0,0,0,0,70,0,0,0,0,0
"B2267",2011.2,1,76,0,78,68,0,0,0,0,0,0
"B2267",2012.1,2,0,39,0,0,25,0,0,0,51,0
"B2267",2012.2,2,0,0,0,0,72,0,0,0,0,0
"B2267",2013.1,2,0,83,0,0,0,45,0,0,0,0
"B2267",2013.1,3,0,0,0,0,0,0,0,0,0,54
"B2267",2014.1,2,0,0,0,0,0,32,0,0,0,0
"B2267",2014.1,3,0,0,0,0,0,0,56,76,0,0
"B2268",2011.1,1,200,0,200,20,0,0,0,0,0,0
"B2268",2011.2,1,34,0,34,200,0,0,0,0,0,0
"B2268",2012.1,1,62,0,62,0,0,0,0,0,0,0
"B2268",2012.1,2,0,0,0,0,0,200,0,0,0,0
"B2268",2012.2,1,0,0,0,33,0,0,0,0,0,0
"B2268",2012.2,2,0,0,0,0,0,200,0,0,50,0
"B2268",2013.1,1,0,0,0,50,0,0,0,0,0,0
"B22742",2012.1,1,74,0,75,81,0,0,0,0,0,0
"B22742",2012.2,2,0,79,0,0,83,63,0,0,97,0
"B22742",2013.1,3,0,0,0,0,0,0,77,82,0,75
"B22743",2011.2,1,27,0,26,76,0,0,0,0,0,0
"B22743",2012.1,1,32,0,32,0,0,0,0,0,0,0
"B22743",2012.1,2,0,0,0,0,0,200,0,0,0,0
"B22743",2012.2,1,70,0,70,0,0,0,0,0,0,0
"B22743",2013.1,2,0,200,0,0,200,15,0,0,0,0
"B22760",2007.1,1,50,0,54,79,0,0,0,0,0,0
"B22760",2007.2,2,0,76,0,0,51,57,0,0,67,0
"B22760",2008.1,3,0,0,0,0,0,0,0,0,0,51
"B22760",2008.2,3,0,0,0,0,0,0,200,27,0,0
"B22761",2004.1,1,69,0,88,74,0,0,0,0,0,0
"B22761",2004.2,2,0,50,0,0,83,68,0,0,70,0
"B22761",2005.1,3,0,0,0,0,0,0,60,54,0,0
"B22761",2006.1,3,0,0,0,0,0,0,0,0,0,200
"B22764",2008.1,1,84,0,80,82,0,0,0,0,0,0
"B22764",2008.2,2,0,88,0,0,93,68,0,0,83,0
"B22764",2009.1,3,0,0,0,0,0,0,69,84,0,85
"B22765",2002.1,1,70,0,70,73,0,0,0,0,0,0
"B22765",2002.2,2,0,52,0,0,85,60,0,0,78,0
"B22765",2003.1,3,0,0,0,0,0,0,50,71,0,68
"B22767",2003.1,1,70,0,61,91,0,0,0,0,0,0
"B22767",2003.2,2,0,70,0,0,72,66,0,0,73,0
"B22767",2004.1,3,0,0,0,0,0,0,54,70,0,70
"B22768",2013.1,1,100,0,100,88,0,0,0,0,0,0
"B22768",2013.2,2,0,95,0,0,93,99,0,0,0,0
"B22768",2014.1,3,0,0,0,0,0,0,84,79,0,90
"B22770",2007.2,1,80,0,84,80,0,0,0,0,0,0
"B22770",2008.1,2,0,86,0,0,89,67,0,0,68,0
"B22770",2008.2,3,0,0,0,0,0,0,76,53,0,70
"B22771",2004.2,1,86,0,92,88,0,0,0,0,0,0
"B22771",2005.1,2,0,59,0,0,85,57,0,0,58,0
"B22771",2005.2,3,0,0,0,0,0,0,70,72,0,71
"B22772",2008.2,1,46,0,33,72,0,0,0,0,0,0
"B22773",2002.2,1,50,0,50,67,0,0,0,0,0,0
"B22773",2003.1,2,0,71,0,0,85,0,0,0,53,0
"B22773",2003.2,2,0,0,0,0,0,78,0,0,0,0
"B22773",2003.2,3,0,0,0,0,0,0,31,33,0,0
"B22773",2004.1,3,0,0,0,0,0,0,70,72,0,0
"B22773",2004.2,3,0,0,0,0,0,0,0,0,0,96
"B22774",2003.2,1,200,0,20,62,0,0,0,0,0,0
"B22774",2004.1,1,50,0,50,0,0,0,0,0,0,0
"B22774",2004.2,2,0,35,0,0,67,0,0,0,41,0
"B22774",2005.1,2,0,74,0,0,0,6,0,0,50,0
"B22774",2005.2,2,0,0,0,0,0,57,0,0,0,0
"B22774",2005.2,3,0,0,0,0,0,0,50,52,0,0
"B22774",2006.1,3,0,0,0,0,0,0,0,0,0,200
"B22774",2006.2,3,0,0,0,0,0,0,0,0,0,17
"B2278",2010.1,1,70,0,72,72,0,0,0,0,0,0
"B2278",2010.2,2,0,74,0,0,82,75,0,0,0,0
"B2278",2011.1,2,0,0,0,0,0,0,0,0,87,0
"B2278",2011.2,3,0,0,0,0,0,0,26,200,0,200
"B2282",2011.1,1,88,0,89,93,0,0,0,0,0,0
"B2282",2011.2,2,0,80,0,0,74,76,0,0,85,0
"B2282",2012.1,3,0,0,0,0,0,0,84,77,0,66
"B22881",2011.2,1,84,0,85,83,0,0,0,0,0,0
"B22881",2012.1,2,0,59,0,0,70,61,0,0,50,0
"B22881",2012.2,3,0,0,0,0,0,0,44,66,0,22
"B22881",2013.1,3,0,0,0,0,0,0,57,0,0,0
"B22881",2014.1,3,0,0,0,0,0,0,0,0,0,33
"B22882",2013.2,1,77,0,77,78,0,0,0,0,0,0
"B22882",2014.1,2,0,73,0,0,70,72,0,0,95,0
"B22895",2010.1,1,26,0,26,200,0,0,0,0,0,0
"B229",2011.1,1,72,0,72,77,0,0,0,0,0,0
"B229",2011.2,2,0,63,0,0,22,28,0,0,200,0
"B22905",2010.2,1,43,0,37,76,0,0,0,0,0,0
"B22905",2011.1,1,76,0,74,0,0,0,0,0,0,0
"B22905",2011.2,2,0,40,0,0,32,50,0,0,35,0
"B22905",2012.1,2,0,76,0,0,63,0,0,0,74,0
"B22909",2013.2,1,90,0,90,79,0,0,0,0,0,0
"B22909",2014.1,2,0,79,0,0,84,80,0,0,89,0
"B2291",2010.2,1,35,0,31,58,0,0,0,0,0,0
"B2291",2011.1,1,67,0,66,0,0,0,0,0,0,0
"B2291",2011.2,2,0,19,0,0,6,37,0,0,52,0
"B2291",2012.1,2,0,75,0,0,60,56,0,0,0,0
"B2291",2012.2,3,0,0,0,0,0,0,3,11,0,0
"B2291",2013.1,3,0,0,0,0,0,0,53,63,0,50
"B2295",2013.2,1,91,0,91,82,0,0,0,0,0,0
"B2295",2014.1,2,0,86,0,0,86,77,0,0,82,0
"B22960",2013.1,1,50,0,50,58,0,0,0,0,0,0
"B22960",2013.2,2,0,31,0,0,21,36,0,0,32,0
"B22960",2014.1,2,0,44,0,0,61,33,0,0,34,0
"B23021",2013.1,1,55,0,55,61,0,0,0,0,0,0
"B23021",2013.2,2,0,10,0,0,11,35,0,0,34,0
"B23021",2014.1,2,0,55,0,0,55,32,0,0,71,0
"B23029",2010.2,1,200,0,200,50,0,0,0,0,0,0
"B23029",2011.1,1,31,0,28,0,0,0,0,0,0,0
"B23029",2011.2,1,34,0,33,0,0,0,0,0,0,0
"B23031",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B23084",2010.2,1,31,0,27,75,0,0,0,0,0,0
"B23084",2011.1,1,44,0,42,0,0,0,0,0,0,0
"B23098",2011.1,1,91,0,91,88,0,0,0,0,0,0
"B23098",2011.2,2,0,92,0,0,80,79,0,0,98,0
"B23098",2012.1,3,0,0,0,0,0,0,80,86,0,85
"B23102",2012.1,1,67,0,67,78,0,0,0,0,0,0
"B23102",2012.2,2,0,73,0,0,73,61,0,0,89,0
"B23102",2013.1,3,0,0,0,0,0,0,70,82,0,65
"B23105",2010.2,1,79,0,80,72,0,0,0,0,0,0
"B23105",2011.1,2,0,79,0,0,80,55,0,0,83,0
"B23105",2011.2,3,0,0,0,0,0,0,82,90,0,0
"B23105",2012.1,3,0,0,0,0,0,0,0,0,0,70
"B23109",2013.2,1,100,0,100,79,0,0,0,0,0,0
"B23109",2014.1,2,0,27,0,0,28,39,0,0,200,0
"B23157",2012.2,1,200,0,200,52,0,0,0,0,0,0
"B23157",2013.1,1,80,0,80,0,0,0,0,0,0,0
"B23157",2013.2,2,0,200,0,0,200,0,0,0,200,0
"B23166",2014.1,1,82,0,82,79,0,0,0,0,0,0
"B23256",2008.2,1,81,0,76,83,0,0,0,0,0,0
"B23256",2009.1,2,0,83,0,0,73,53,0,0,73,0
"B23256",2009.2,3,0,0,0,0,0,0,4,13,0,200
"B23258",2011.1,1,82,0,82,86,0,0,0,0,0,0
"B23258",2011.2,2,0,86,0,0,70,53,0,0,70,0
"B23258",2012.1,3,0,0,0,0,0,0,73,73,0,66
"B233",2009.1,1,81,0,88,89,0,0,0,0,0,0
"B233",2009.2,2,0,90,0,0,82,71,0,0,61,0
"B233",2010.1,3,0,0,0,0,0,0,73,91,0,56
"B23302",2010.1,1,56,0,50,82,0,0,0,0,0,0
"B23302",2010.2,2,0,84,0,0,81,57,0,0,44,0
